"Category","Product type","SKU","Product description","Size (cm)","Size (inches)","Finish","Paper type","Substrate weight","Product price","Product currency","Source country","Destination country","Shipping method","Shipping price","Plus one shipping price","Shipping currency","Minimum shipping (days)","Maximum shipping (days)","Tracked shipping"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8X16","Photographic Art Print 20x40cm / 8x16""","20x40cm","8x16""",,"LPP","240gsm","    5.00","EUR","NL","US","Standard","    8.95","    0.00","EUR",3,6,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8X8","Photographic Art Print 20x20cm / 8x8""","20x20cm","8x8""",,"LPP","240gsm","    9.00","USD","US","US","Budget","    5.95","    0.00","USD",1,5,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8X8","Photographic Art Print 20x20cm / 8x8""","20x20cm","8x8""",,"LPP","240gsm","    9.00","USD","US","US","Express","   20.00","    0.00","USD",1,3,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8X8","Photographic Art Print 20x20cm / 8x8""","20x20cm","8x8""",,"LPP","240gsm","    9.00","USD","US","US","Overnight","   29.95","    0.00","USD",1,1,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8X8","Photographic Art Print 20x20cm / 8x8""","20x20cm","8x8""",,"LPP","240gsm","    9.00","USD","US","US","Standard","    8.95","    0.00","USD",1,3,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8_5X11","Photographic Art Print 22x28cm / 8.5x11""","22x28cm","8.5x11""",,"LPP","240gsm","   10.00","USD","US","US","Budget","    5.95","    0.00","USD",1,5,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8_5X11","Photographic Art Print 22x28cm / 8.5x11""","22x28cm","8.5x11""",,"LPP","240gsm","   10.00","USD","US","US","Express","   20.00","    0.00","USD",1,3,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8_5X11","Photographic Art Print 22x28cm / 8.5x11""","22x28cm","8.5x11""",,"LPP","240gsm","   10.00","USD","US","US","Overnight","   29.95","    0.00","USD",1,1,"Tracked"
"Prints","Photo Art Prints","EP-GLOBAL-PAP-8_5X11","Photographic Art Print 22x28cm / 8.5x11""","22x28cm","8.5x11""",,"LPP","240gsm","   10.00","USD","US","US","Standard","    8.95","    0.00","USD",1,3,"Tracked"
"Prints","Photo Art Prints","ART-PAP-HPR-12X12","HPR, Hahnemühle Photo Rag, 308gsm, 30x30cm / 12x12""","30x30cm","12x12""",,"HPR","308gsm","   16.00","USD","US","US","Express","   20.00","    0.00","USD",1,3,"Tracked"
"Prints","Photo Art Prints","ART-PAP-HPR-12X12","HPR, Hahnemühle Photo Rag, 308gsm, 30x30cm / 12x12""","30x30cm","12x12""",,"HPR","308gsm","   16.00","USD","US","US","Overnight","   29.95","    0.00","USD",1,1,"Tracked"
"Prints","Photo Art Prints","ART-PAP-HPR-12X12","HPR, Hahnemühle Photo Rag, 308gsm, 30x30cm / 12x12""","30x30cm","12x12""",,"HPR","308gsm","   16.00","USD","US","US","Standard","    8.95","    0.00","USD",1,3,"Tracked"
